gender,job,child_in_family,activities,weekly_study_hours,Nationality,Score,Health,FamilyEDU,age,Predict
M,yes,5,no,19,Russian,4.05,3,1,21,B
M,no,1,yes,5,Russian,4.05,3,0,21,B
M,no,10,yes,0,Russian,4.05,1,0,17,B
F,no,10,yes,9,Russian,4.05,1,0,20,B
F,no,10,no,4,Russian,4.05,2,1,20,B
M,no,3,no,22,Russian,4.05,3,1,22,B
F,no,9,no,3,Russian,4.05,1,0,18,B
F,no,3,no,33,Russian,4.05,4,1,18,B
M,no,0,no,13,Russian,4.05,3,0,21,B
M,no,0,no,19,Russian,4.05,1,1,22,B
F,no,2,yes,10,Russian,4.05,1,0,19,B
F,yes,2,no,29,Russian,4.06,2,0,22,B
M,no,3,yes,31,Russian,4.06,5,0,20,B
M,no,3,yes,3,Russian,4.06,3,0,21,B
F,no,0,yes,29,Russian,4.06,1,1,19,B
M,yes,3,no,34,Russian,4.06,2,1,17,B
M,yes,10,no,4,Russian,4.06,1,1,17,B
M,no,3,no,34,Russian,4.06,4,1,20,B
M,no,2,no,30,Russian,4.06,1,1,17,B
F,no,3,no,18,Russian,4.06,1,0,20,B
M,no,3,no,32,Russian,4.06,1,0,17,B
M,no,1,no,31,Russian,4.06,5,1,19,B
M,no,10,no,0,Russian,4.06,1,0,18,B
M,no,7,no,3,Russian,4.06,5,0,21,B
F,no,3,yes,5,Russian,4.06,1,1,17,B
M,no,3,yes,24,Russian,4.06,4,1,19,B
F,no,4,no,27,Russian,4.06,5,1,20,B
M,no,1,yes,21,Russian,4.06,5,0,18,B
F,no,4,no,32,Russian,4.06,1,1,20,B
F,yes,7,no,5,Russian,4.06,4,0,17,B
F,no,7,no,7,Russian,4.06,4,1,22,B
M,yes,8,no,1,Russian,4.06,5,1,18,B
F,no,3,no,22,Russian,4.06,3,1,22,B
M,no,5,yes,15,Russian,4.06,2,0,17,B
M,no,1,no,12,Russian,4.06,4,1,22,B
M,no,3,yes,21,Russian,4.06,5,0,17,B
M,yes,5,no,24,Russian,4.06,2,1,19,B
F,no,7,no,18,Russian,4.06,3,0,19,B
F,no,6,no,4,Russian,4.06,5,0,19,B
M,yes,6,no,5,Russian,4.06,3,0,18,B
F,yes,7,no,32,Russian,4.06,4,1,19,B
M,no,8,yes,0,Russian,4.06,4,0,20,B
F,no,2,no,34,Russian,4.06,3,1,22,B
F,no,5,no,28,Russian,4.06,3,1,20,B
M,yes,1,yes,30,Russian,4.06,4,1,18,B
M,no,8,no,31,Russian,4.06,2,0,18,B
M,no,3,yes,33,Russian,4.06,3,0,19,B
F,no,2,no,28,Russian,4.06,3,0,18,B
M,no,2,no,31,Russian,4.07,2,1,22,B
M,yes,3,no,7,Russian,4.07,4,1,20,B
F,no,6,no,28,Russian,4.07,5,1,21,B
F,no,4,yes,44,Russian,4.07,2,1,17,B
F,yes,0,no,13,Russian,4.07,2,0,20,B
M,no,2,no,15,Russian,4.07,2,0,18,B
F,no,3,no,16,Russian,4.07,3,1,17,B
F,no,1,no,18,Russian,4.07,1,1,19,B
F,no,1,no,28,Russian,4.07,3,1,17,B
F,no,5,no,29,Russian,4.07,4,0,19,B
F,no,8,no,30,Russian,4.07,2,0,20,B
F,no,1,yes,32,Russian,4.07,3,0,22,B
F,no,0,no,19,Russian,4.07,3,0,19,B
F,no,2,no,18,Russian,4.07,1,1,17,B
F,no,5,no,23,Russian,4.07,5,0,20,B
M,no,7,no,16,Russian,4.07,2,1,22,B
F,yes,8,no,1,Russian,4.07,4,0,18,B
M,yes,1,no,35,Russian,4.07,2,0,17,B
M,no,3,no,32,Russian,4.08,4,1,21,B
M,no,0,no,31,Russian,4.08,2,1,21,B
M,no,10,no,0,Russian,4.08,4,1,19,B
M,no,3,no,24,Russian,4.08,1,0,21,B
F,no,4,no,13,Russian,4.08,3,0,18,B
M,no,1,no,4,Russian,4.08,5,0,21,B
F,no,1,no,1,Russian,4.08,4,0,17,B
F,no,5,no,27,Russian,4.08,1,1,22,B
F,yes,7,no,4,Russian,4.08,4,0,22,B
M,no,7,no,8,Russian,4.08,2,0,20,B
M,no,1,yes,35,Russian,4.08,1,1,17,B
M,no,2,yes,7,Russian,4.08,5,1,18,B
F,no,9,no,4,Russian,4.08,4,0,21,B
M,no,2,no,25,Russian,4.08,3,0,22,B
M,no,2,no,28,Russian,4.08,5,1,19,B
M,no,4,no,19,Russian,4.08,2,0,22,B
M,no,2,no,16,Russian,4.08,2,1,17,B
F,no,3,no,6,Russian,4.08,5,1,17,B
F,yes,5,no,4,Russian,4.09,2,1,19,B
M,no,9,no,34,Russian,4.09,1,0,21,B
M,yes,3,no,31,Russian,4.09,4,1,21,B
M,no,2,no,27,Russian,4.09,5,0,20,B
F,no,4,no,22,Russian,4.09,3,0,21,B
F,no,3,yes,25,Russian,4.09,4,0,20,B
F,no,3,no,19,Russian,4.09,5,0,21,B
M,no,1,no,28,Russian,4.09,3,0,19,B
M,yes,3,yes,34,Russian,4.09,2,1,19,B
M,no,10,no,5,Russian,4.09,3,0,21,B
M,yes,1,no,34,Russian,4.09,4,1,18,B
M,no,7,no,34,Russian,4.09,3,1,19,B
F,no,0,no,19,Russian,4.09,5,1,17,B
M,no,0,no,13,Russian,4.09,1,1,20,B
M,no,3,no,18,Russian,4.09,1,1,18,B
F,no,5,no,1,Russian,4.09,3,1,17,B
M,no,1,no,29,Russian,4.09,4,0,22,B
M,no,5,no,34,Russian,4.09,1,1,17,B
F,no,1,no,31,Russian,4.09,2,0,17,B
M,no,2,no,14,Russian,4.09,2,1,18,B
F,no,6,yes,32,Russian,4.09,1,1,22,B
M,no,10,no,5,Russian,4.09,5,0,18,B
F,no,5,no,33,Russian,4.09,1,1,19,B
M,no,1,no,32,Russian,4.09,1,1,22,B
F,no,0,no,11,Russian,4.09,1,1,22,B
M,no,0,no,12,Russian,4.09,4,0,22,B
M,no,2,no,24,Russian,4.09,1,0,20,B
M,no,2,yes,29,Russian,4.09,2,1,19,B
F,no,0,no,33,Russian,4.09,4,0,18,B
M,no,0,no,13,Russian,4.09,5,0,20,B
F,no,3,no,10,Russian,4.09,1,0,22,B
F,no,3,no,38,Russian,4.09,1,0,18,B
M,no,2,no,5,Russian,4.09,2,1,18,B
F,no,3,yes,35,Russian,4.1,5,1,19,B
F,yes,10,no,1,Russian,4.1,3,0,19,B
M,no,2,no,21,Russian,4.1,5,0,19,B
F,no,6,no,5,Russian,4.1,4,0,19,B
F,yes,1,yes,15,Russian,4.1,2,1,18,B
F,no,3,no,28,Russian,4.1,2,0,21,B
F,no,1,no,5,Russian,4.1,5,0,22,B
M,no,2,no,35,Russian,4.1,5,0,22,B
F,no,8,yes,28,Russian,4.1,2,0,17,B
M,no,2,no,16,Russian,4.1,1,0,18,B
M,no,2,no,29,Russian,4.1,3,0,17,B
M,no,10,no,3,Russian,4.1,4,0,22,B
M,no,6,no,35,Russian,4.1,1,0,20,B
F,no,2,no,29,Russian,4.1,5,1,20,B
F,no,3,yes,14,Russian,4.1,4,0,19,B
M,no,2,no,11,Russian,4.1,3,1,17,B
M,no,2,yes,1,Russian,4.1,5,0,20,B
F,no,4,no,14,Russian,4.11,1,0,17,B
F,no,4,yes,11,Russian,4.11,5,0,20,B
F,no,3,no,28,Russian,4.11,5,1,21,B
M,no,6,no,18,Russian,4.11,4,1,22,B
F,no,1,no,31,Russian,4.11,4,1,22,B
F,yes,6,no,2,Russian,4.11,4,1,17,B
F,no,0,no,32,Russian,4.11,5,0,22,B
F,no,3,no,3,Russian,4.11,2,1,21,B
F,yes,1,no,33,Russian,4.11,2,0,19,B
F,no,3,no,4,Russian,4.11,2,1,18,B
F,yes,4,no,0,Russian,4.11,5,0,21,B
F,no,2,no,10,Russian,4.11,1,1,20,B
F,no,8,no,11,Russian,4.11,1,1,18,B
M,no,3,no,5,Russian,4.11,3,0,19,B
M,no,4,no,33,Russian,4.11,2,1,17,B
F,no,2,yes,29,Russian,4.11,2,1,19,B
M,no,3,no,26,Russian,4.11,2,1,19,B
M,no,1,no,25,Russian,4.11,2,1,21,B
M,no,2,yes,30,Russian,4.11,1,1,17,B
M,no,2,no,13,Russian,4.11,2,1,21,B
F,no,1,no,25,Russian,4.11,1,1,21,B
F,no,0,no,15,Russian,4.11,2,1,18,B
M,no,6,no,10,Russian,4.11,5,1,19,B
F,yes,3,yes,0,Russian,4.11,2,0,22,B
M,yes,1,no,17,Russian,4.11,5,0,19,B
F,yes,5,no,4,Russian,4.11,1,0,17,B
M,no,3,no,32,Russian,4.11,3,1,18,B
F,no,5,no,34,Russian,4.11,3,0,22,B
F,no,7,no,8,Russian,4.11,3,0,22,B
F,no,1,yes,3,Russian,4.11,1,1,18,B
M,no,1,yes,3,Russian,4.11,3,0,22,B
F,yes,9,no,4,Russian,4.12,1,1,20,B
F,no,1,no,2,Russian,4.12,5,1,18,B
M,no,0,no,0,Russian,4.12,4,0,19,B
M,no,5,yes,3,Russian,4.12,1,1,21,B
F,no,4,no,4,Russian,4.12,2,1,17,B
M,no,3,no,21,Russian,4.12,2,1,19,B
M,no,3,no,4,Russian,4.12,4,0,19,B
M,no,5,yes,1,Russian,4.12,2,0,19,B
F,no,7,no,49,Russian,4.12,3,1,18,B
F,no,3,no,12,Russian,4.12,3,1,19,B
F,no,6,no,9,Russian,4.12,5,0,17,B
M,yes,1,no,20,Russian,4.12,5,0,22,B
M,no,7,yes,16,Russian,4.12,2,1,17,B
M,no,1,no,13,Russian,4.12,5,0,21,B
M,no,0,no,30,Russian,4.12,5,0,17,B
M,no,3,no,7,Russian,4.12,5,0,18,B
F,no,3,no,38,Russian,4.12,1,1,21,B
F,no,4,no,7,Russian,4.12,4,1,19,B
M,no,1,no,8,Russian,4.12,4,1,17,B
M,no,0,no,8,Russian,4.13,4,1,18,B
M,no,9,yes,11,Russian,4.13,5,1,21,B
F,no,3,yes,30,Russian,4.13,3,1,22,B
F,no,3,yes,11,Russian,4.13,1,1,19,B
M,no,2,no,35,Russian,4.13,5,0,19,B
F,no,7,no,4,Russian,4.13,4,0,22,B
F,no,9,yes,6,Russian,4.13,3,1,20,B
M,no,1,no,33,Russian,4.13,3,0,21,B
F,no,1,no,1,Russian,4.13,1,1,18,B
M,no,3,no,11,Russian,4.13,2,1,17,B
F,no,7,no,21,Russian,4.13,4,1,21,B
M,no,3,no,24,Russian,4.13,3,1,17,B
M,no,7,no,4,Russian,4.13,4,0,18,B
M,no,1,no,1,Kyrgyz,4.13,3,0,21,B
M,no,1,yes,12,Russian,4.13,2,1,19,B
M,no,7,no,28,Russian,4.13,5,0,18,B
M,no,2,no,20,Russian,4.13,2,1,20,B
F,no,3,no,35,Russian,4.13,3,1,17,B
F,no,0,no,33,Russian,4.13,1,0,19,B
F,no,6,no,4,Russian,4.13,2,1,19,B
M,yes,4,no,1,Russian,4.13,3,0,20,B
F,no,5,no,7,Russian,4.13,4,0,20,B
M,no,3,no,27,Russian,4.13,2,0,17,B
F,no,2,no,34,Russian,4.13,1,0,18,B
F,yes,2,no,17,Russian,4.14,4,1,17,B
M,no,1,no,18,Russian,4.14,1,1,20,B
F,no,2,yes,9,Russian,4.14,3,1,22,B
F,no,2,no,3,Russian,4.14,2,1,18,B
F,no,5,no,28,Russian,4.14,2,0,17,B
F,no,5,no,28,Russian,4.14,3,1,21,B
F,no,2,no,26,Russian,4.14,5,0,22,B
F,yes,10,yes,4,Russian,4.14,1,0,21,B
F,no,3,no,15,Russian,4.14,5,1,17,B
F,no,3,no,33,Russian,4.14,3,1,18,B
F,no,3,yes,31,Russian,4.14,4,1,21,B
M,no,5,yes,7,Russian,4.14,3,0,20,B
F,no,1,no,26,Russian,4.14,1,1,21,B
F,no,9,no,3,Russian,4.14,3,1,22,B
M,no,5,no,31,Russian,4.14,1,1,18,B
M,no,4,no,1,Russian,4.14,2,0,17,B
M,no,4,yes,30,Russian,4.14,2,0,17,B
M,no,2,yes,28,Russian,4.14,3,0,20,B
F,yes,3,no,24,Russian,4.14,4,1,22,B
F,no,1,yes,28,Russian,4.14,4,1,18,B
M,no,6,no,6,Russian,4.14,4,1,18,B
F,yes,9,yes,5,Russian,4.14,4,1,17,B
F,no,2,no,12,Russian,4.14,5,1,21,B
M,no,7,no,3,Russian,4.14,1,1,20,B
F,no,4,no,26,Russian,4.14,5,0,17,B
F,no,4,no,18,Russian,4.14,1,0,20,B
F,no,5,no,31,Russian,4.14,1,1,21,B
F,no,1,no,17,Russian,4.14,1,1,22,B
F,no,2,yes,23,Russian,4.14,2,0,20,B
M,no,0,no,17,Russian,4.14,4,1,18,B
M,no,4,no,29,Russian,4.14,4,1,20,B
F,no,0,no,13,Russian,4.14,4,1,19,B
F,yes,10,yes,2,Russian,4.14,3,1,19,B
F,no,3,no,35,Russian,4.14,3,0,21,B
F,no,5,no,35,Russian,4.14,3,0,21,B
M,no,3,no,28,Russian,4.15,4,1,21,B
M,yes,6,yes,2,Russian,4.15,3,0,20,B
M,no,6,yes,28,Russian,4.15,4,1,20,B
M,no,3,yes,26,Russian,4.15,5,0,22,B
M,no,7,no,26,Russian,4.15,4,1,19,B
F,no,1,no,22,Russian,4.15,2,1,21,B
M,yes,1,no,26,Russian,4.15,3,1,19,B
F,no,1,no,16,Russian,4.15,4,1,17,B
F,no,10,no,2,Russian,4.15,3,1,21,B
M,no,4,yes,10,Russian,4.15,1,0,22,B
F,no,3,yes,21,Russian,4.15,5,0,18,B
M,yes,1,no,30,Russian,4.15,1,1,18,B
F,no,6,no,24,Russian,4.16,5,1,21,B
M,yes,1,no,33,Russian,4.16,1,0,17,B
F,no,5,no,3,Russian,4.16,2,1,17,B
F,no,2,no,34,Russian,4.16,3,1,20,B
F,no,6,yes,2,Russian,4.16,3,0,19,B
F,no,2,no,17,Russian,4.16,1,0,17,B
M,no,1,no,18,Russian,4.16,1,1,21,B
M,no,2,no,16,Russian,4.16,2,1,18,B
M,no,3,yes,21,Russian,4.16,4,1,18,B
M,no,1,no,24,Russian,4.16,3,0,18,B
F,no,3,yes,27,Russian,4.16,4,0,20,B
F,yes,4,yes,24,Russian,4.16,2,1,18,B
M,no,5,no,27,Russian,4.16,3,1,18,B
M,no,3,no,14,Russian,4.16,1,0,18,B
M,no,8,no,30,Russian,4.16,3,0,19,B
F,no,1,no,24,Kyrgyz,4.16,1,0,19,B
F,no,4,no,0,Russian,4.16,3,1,22,B
M,no,3,no,35,Russian,4.16,1,0,18,B
F,no,2,no,21,Russian,4.16,5,1,21,B
M,yes,1,no,15,Russian,4.16,4,1,17,B
F,no,1,no,5,Russian,4.16,1,0,22,B
M,yes,10,no,3,Russian,4.16,1,0,17,B
F,no,4,no,8,Russian,4.16,4,0,20,B
F,no,0,no,1,Russian,4.16,5,0,21,B
F,yes,9,yes,5,Russian,4.16,4,0,17,B
F,yes,1,yes,26,Russian,4.16,4,1,20,B
F,no,2,no,24,Russian,4.16,1,0,22,B
F,no,5,no,24,Russian,4.16,5,0,18,B
M,yes,0,yes,9,Russian,4.16,2,0,22,B
M,no,2,no,3,Russian,4.16,2,1,20,B
M,no,2,no,1,Russian,4.16,5,0,17,B
F,no,2,no,15,Russian,4.16,1,0,20,B
F,no,5,no,32,Russian,4.16,1,1,19,B
F,no,3,no,26,Russian,4.16,5,0,21,B
M,no,5,yes,32,Russian,4.16,1,0,21,B
M,no,0,no,35,Russian,4.16,3,1,18,B
M,no,3,no,2,Russian,4.16,3,1,22,B
M,no,1,no,13,Russian,4.16,3,0,20,B
F,yes,2,yes,20,Russian,4.17,2,0,20,B
F,no,5,no,5,Russian,4.17,3,1,20,B
M,no,1,no,5,Russian,4.17,4,0,19,B
F,no,2,no,34,Russian,4.17,4,1,20,B
F,no,6,no,34,Russian,4.17,2,0,18,B
M,no,2,no,21,Russian,4.17,1,1,22,B
F,no,4,no,27,Russian,4.17,3,0,17,B
M,no,0,no,31,Russian,4.17,2,0,18,B
M,no,4,no,31,Russian,4.17,4,1,22,B
F,yes,3,no,12,Russian,4.17,3,1,19,B
M,no,2,no,13,Russian,4.17,4,0,18,B
M,no,3,no,28,Russian,4.17,1,1,19,B
M,no,5,no,27,Russian,4.17,1,0,22,B
F,yes,3,no,4,Russian,4.17,1,1,19,B
M,no,2,no,33,Russian,4.17,1,0,21,B
F,no,4,no,18,Russian,4.17,4,1,21,B
F,no,0,no,29,Russian,4.17,5,1,17,B
F,no,1,no,13,Russian,4.18,5,0,21,B
M,no,4,no,5,Russian,4.18,5,0,19,B
F,no,6,no,15,Russian,4.18,4,0,17,B
M,no,2,no,2,Russian,4.18,5,0,17,B
F,no,3,no,27,Russian,4.18,2,0,21,B
M,no,1,no,22,Russian,4.18,3,0,19,B
F,no,5,yes,24,Russian,4.18,1,1,19,B
F,no,6,no,27,Russian,4.18,4,1,20,B
F,no,2,no,25,Russian,4.18,2,1,20,B
M,no,3,no,17,Russian,4.18,5,1,19,B
M,no,1,no,14,Russian,4.18,4,0,17,B
F,no,5,no,14,Russian,4.18,4,1,22,B
M,no,1,no,3,Russian,4.18,2,0,22,B
F,no,7,no,5,Russian,4.18,2,1,22,B
F,no,10,yes,2,Russian,4.18,1,1,19,B
M,no,3,no,4,Russian,4.18,2,1,21,B
F,no,10,no,33,Russian,4.18,2,0,22,B
M,no,2,no,31,Russian,4.18,2,1,17,B
M,no,1,no,16,Russian,4.18,4,1,22,B
M,no,5,no,15,Russian,4.18,4,0,17,B
F,no,7,yes,5,Russian,4.19,5,1,18,B
M,yes,10,no,3,Russian,4.19,5,1,18,B
F,no,8,no,4,Russian,4.19,3,1,17,B
F,no,1,yes,29,Russian,4.19,2,0,17,B
M,no,7,yes,18,Russian,4.19,1,1,17,B
F,no,2,no,16,Russian,4.19,1,1,22,B
M,no,0,no,23,Russian,4.19,2,0,17,B
F,yes,3,no,28,Russian,4.19,4,0,18,B
F,no,7,no,31,Russian,4.19,3,1,19,B
F,no,9,no,5,Russian,4.19,4,0,22,B
M,no,2,no,6,Russian,4.19,5,1,18,B
M,no,1,no,33,Russian,4.19,4,1,21,B
F,no,7,no,0,Russian,4.19,4,0,20,B
F,no,6,yes,19,Russian,4.19,2,1,17,B
F,no,2,no,26,Russian,4.19,5,0,20,B
F,no,1,no,3,Russian,4.19,2,0,18,B
M,no,2,no,10,Russian,4.19,2,0,18,B
F,no,5,no,24,Russian,4.19,3,0,21,B
F,no,5,no,1,Russian,4.19,1,0,20,B
F,no,1,no,25,Russian,4.19,1,1,19,B
F,no,10,no,15,Russian,4.19,1,1,21,B
M,yes,10,no,3,Russian,4.19,5,1,21,B
F,no,3,yes,14,Russian,4.19,5,0,22,B
M,no,9,no,31,Russian,4.19,2,1,19,B
F,no,2,yes,9,Russian,4.19,4,0,17,B
F,no,1,no,8,Russian,4.19,3,0,22,B
M,no,2,no,22,Russian,4.19,3,0,21,B
F,no,3,no,11,Russian,4.19,2,1,22,B
F,yes,10,no,2,Russian,4.19,5,0,21,B
F,no,2,no,21,Russian,4.19,2,0,18,B
F,no,1,no,28,Russian,4.19,2,0,19,B
F,yes,9,no,4,Russian,4.19,5,1,21,B
M,no,4,no,35,Russian,4.19,4,0,21,B
M,no,6,no,27,Russian,4.19,4,1,19,B
M,no,0,yes,14,Russian,4.19,4,0,20,B
F,no,10,no,1,Russian,4.19,5,1,20,B
M,no,4,no,29,Russian,4.19,1,1,18,B
F,no,1,no,33,Russian,4.19,1,1,19,B
M,no,1,no,18,Russian,4.19,2,1,19,B
M,no,2,no,11,Russian,4.19,2,0,21,B
F,yes,5,no,3,Russian,4.19,2,0,17,B
M,no,2,no,19,Russian,4.19,3,0,22,B
M,no,1,no,31,Russian,4.2,1,1,20,B
M,no,5,yes,28,Russian,4.2,4,1,18,B
M,no,10,no,11,Russian,4.2,5,1,21,B
M,no,1,no,16,Russian,4.2,5,1,22,B
M,no,3,no,4,Russian,4.2,2,0,21,B
F,no,1,no,15,Russian,4.2,3,0,19,B
M,no,4,no,31,Russian,4.2,5,1,17,B
M,no,4,no,29,Russian,4.2,4,0,19,B
M,no,5,no,27,Russian,4.2,5,0,20,B
M,no,1,no,29,Russian,4.2,5,1,22,B
F,no,2,no,23,Kyrgyz,4.2,5,1,19,B
F,no,2,no,32,Russian,4.2,1,0,17,B
F,no,5,no,9,Russian,4.2,1,0,20,B
F,no,3,no,16,Russian,4.2,1,1,18,B
M,no,2,no,29,Russian,4.2,2,0,19,B
F,no,3,yes,5,Russian,4.2,1,1,18,B
M,no,3,no,14,Russian,4.2,1,0,20,B
M,no,2,no,20,Russian,4.2,4,1,17,B
F,no,2,no,28,Russian,4.2,3,1,17,B
F,yes,2,no,13,Russian,4.2,2,0,19,B
M,yes,9,yes,3,Russian,4.2,3,0,21,B
F,no,5,no,26,Russian,4.2,3,0,19,B
M,yes,3,no,8,Russian,4.2,2,0,22,B
F,no,3,no,4,Russian,4.21,4,1,20,B
M,no,4,yes,20,Russian,4.21,2,1,17,B
M,no,3,no,34,Russian,4.21,2,1,19,B
M,no,2,no,42,Russian,4.21,1,1,22,B
M,no,6,no,4,Russian,4.21,4,1,22,B
F,no,6,yes,14,Russian,4.21,4,0,22,B
M,no,1,no,29,Russian,4.21,2,0,17,B
F,no,3,no,34,Russian,4.21,3,1,20,B
M,no,3,no,1,Russian,4.21,3,0,18,B
M,no,5,no,27,Russian,4.21,1,0,17,B
F,no,4,no,30,Russian,4.21,3,0,19,B
M,no,10,no,33,Russian,4.21,4,0,20,B
F,no,1,no,15,Russian,4.21,5,0,17,B
F,no,2,no,5,Russian,4.21,4,0,22,B
M,no,3,no,29,Russian,4.21,5,0,19,B
F,yes,1,no,28,Russian,4.21,1,0,18,B
F,yes,9,no,1,Russian,4.21,3,1,19,B
F,no,2,no,22,Russian,4.21,1,1,21,B
M,no,6,no,21,Russian,4.21,3,0,17,B
M,no,2,no,34,Russian,4.21,1,0,17,B
M,no,3,no,33,Russian,4.21,5,1,18,B
F,no,10,yes,3,Russian,4.21,5,0,20,B
F,yes,1,no,0,Russian,4.21,1,0,17,B
M,no,9,no,3,Russian,4.21,3,0,18,B
F,no,0,no,20,Russian,4.22,4,0,19,B
M,no,1,no,18,Russian,4.22,4,1,19,B
F,no,1,no,35,Russian,4.22,2,1,19,B
F,no,2,no,3,Russian,4.22,4,1,21,B
F,no,1,no,27,Russian,4.22,3,0,17,B
M,no,4,no,32,Russian,4.22,3,0,17,B
M,no,1,no,30,Russian,4.22,2,1,18,B
M,no,7,no,3,Russian,4.22,2,1,21,B
F,no,2,yes,19,Russian,4.22,4,1,21,B
F,no,2,no,9,Russian,4.22,3,1,22,B
M,no,3,no,26,Russian,4.22,1,0,22,B
F,no,1,no,28,Russian,4.22,2,0,22,B
F,yes,1,no,35,Russian,4.22,2,1,22,B
M,no,4,no,32,Russian,4.22,2,0,18,B
F,yes,2,no,35,Kyrgyz,4.23,2,0,17,B
F,no,3,no,26,Russian,4.23,4,0,22,B
M,no,3,no,14,Russian,4.23,4,0,22,B
F,no,4,no,26,Russian,4.23,3,1,19,B
F,no,5,yes,3,Russian,4.23,1,1,21,B
M,no,1,no,33,Russian,4.23,2,0,18,B
M,no,1,no,35,Russian,4.23,1,0,20,B
F,no,1,no,22,Russian,4.23,2,1,21,B
F,no,2,no,23,Russian,4.23,3,1,18,B
M,no,2,yes,27,Russian,4.23,2,0,21,B
M,no,6,no,31,Russian,4.23,4,0,20,B
F,no,1,no,26,Russian,4.23,5,0,21,B
F,no,4,no,1,Russian,4.23,5,0,21,B
F,no,2,no,7,Russian,4.23,1,0,22,B
F,no,1,yes,4,Russian,4.24,3,1,20,B
M,no,0,no,31,Russian,4.24,4,0,21,B
M,no,7,yes,23,Russian,4.24,2,1,20,B
F,no,4,no,5,Russian,4.24,4,1,20,B
M,no,10,no,1,Russian,4.24,2,0,20,B
M,no,3,no,4,Russian,4.24,4,0,22,B
M,no,0,yes,23,Russian,4.24,2,0,22,B
M,no,3,no,15,Russian,4.24,5,0,21,B
M,no,2,no,24,Russian,4.24,1,1,22,B
M,no,2,no,31,Russian,4.24,2,0,17,B
M,no,4,no,29,Russian,4.24,5,1,19,B
F,no,3,no,49,Russian,4.24,2,0,22,B
M,no,4,no,6,Russian,4.24,1,1,17,B
M,no,7,yes,33,Russian,4.24,2,1,18,B
F,yes,5,yes,10,Russian,4.24,3,1,21,B
F,no,1,no,13,Russian,4.24,3,1,19,B
F,no,6,yes,25,Russian,4.24,1,1,19,B
F,no,2,no,35,Russian,4.24,3,0,17,B
M,yes,8,yes,1,Russian,4.24,4,1,22,B
M,no,1,no,29,Russian,4.24,2,0,21,B
M,no,3,no,20,Russian,4.24,3,0,21,B
M,yes,3,no,49,Russian,4.24,5,0,22,B
F,no,4,no,13,Russian,4.24,4,0,18,B
F,no,2,no,20,Russian,4.24,5,1,22,B
F,no,2,yes,18,Russian,4.24,1,1,17,B
M,no,1,no,23,Russian,4.24,5,0,19,B
F,no,0,no,10,Russian,4.24,2,0,18,B
F,no,4,yes,4,Russian,4.25,1,1,22,B
M,no,1,no,11,Russian,4.25,5,0,22,B
F,no,3,no,15,Russian,4.25,1,1,22,B
F,no,1,yes,16,Russian,4.25,5,0,17,B
M,no,10,yes,5,Russian,4.25,5,0,19,B
F,no,1,yes,26,Russian,4.25,2,1,20,B
M,no,2,no,29,Russian,4.25,3,1,17,B
F,no,10,no,3,Russian,4.25,3,0,19,B
M,no,4,yes,32,Russian,4.25,2,1,17,B
F,no,5,no,24,Russian,4.25,1,1,21,B
F,no,3,yes,20,Russian,4.25,4,1,17,B
F,yes,5,yes,1,Russian,4.25,1,1,20,B
M,no,9,no,0,Russian,4.25,5,1,22,B
M,no,8,yes,5,Russian,4.25,5,0,20,B
F,no,2,no,5,Russian,4.26,1,0,20,B
M,no,6,no,1,Russian,4.26,1,1,19,B
F,no,1,yes,27,Russian,4.26,1,0,20,B
M,yes,1,no,29,Russian,4.26,1,0,17,B
F,yes,9,no,4,Russian,4.26,3,1,19,B
F,yes,8,yes,4,Russian,4.26,2,1,18,B
M,no,3,no,21,Russian,4.26,2,1,20,B
F,no,3,no,31,Russian,4.26,4,0,21,B
F,no,3,no,15,Russian,4.26,5,1,18,B
M,no,0,no,30,Russian,4.26,2,0,20,B
M,no,1,no,31,Russian,4.26,3,0,19,B
M,no,7,no,23,Russian,4.26,3,0,18,B
