gender,job,child_in_family,activities,weekly_study_hours,Nationality,Score,Health,FamilyEDU,age,Predict
M,no,1,no,23,Russian,4.26,4,0,21,B
F,yes,0,no,27,Russian,4.26,4,0,19,B
F,no,3,yes,5,Russian,4.26,1,1,22,B
F,yes,10,no,4,Russian,4.26,3,0,19,B
F,no,9,no,21,Russian,4.26,2,1,17,B
M,no,5,no,26,Russian,4.26,3,0,22,B
F,no,2,no,13,Russian,4.26,2,1,17,B
F,no,7,no,10,Russian,4.26,2,0,19,B
F,no,4,no,25,Russian,4.26,1,1,18,B
F,no,4,no,13,Russian,4.26,2,1,20,B
M,no,2,no,29,Russian,4.26,2,0,21,B
F,no,4,no,1,Russian,4.26,3,1,20,B
F,yes,2,no,11,Russian,4.26,3,1,19,B
F,no,1,no,26,Russian,4.26,4,1,19,B
F,no,0,no,12,Russian,4.26,3,0,18,B
M,yes,0,no,32,Russian,4.26,2,0,21,B
F,no,5,no,28,Russian,4.26,3,0,22,B
F,no,1,no,34,Russian,4.26,5,1,20,B
F,no,6,no,17,Russian,4.26,5,0,21,B
F,no,2,no,31,Russian,4.26,5,1,20,B
M,no,2,yes,25,Russian,4.27,1,0,22,B
F,no,7,no,14,Russian,4.27,1,0,22,B
F,no,2,no,2,Russian,4.27,2,1,18,B
M,yes,10,no,5,Russian,4.27,1,0,19,B
F,no,2,no,2,Russian,4.27,5,0,17,B
M,no,3,no,33,Russian,4.27,3,1,19,B
M,no,6,no,33,Russian,4.27,5,1,17,B
F,no,1,no,5,Russian,4.27,3,0,17,B
M,yes,3,no,23,Russian,4.27,1,0,20,B
F,no,10,no,2,Russian,4.27,1,1,18,B
F,no,3,no,23,Russian,4.27,5,1,18,B
F,no,6,no,3,Russian,4.27,3,0,22,B
M,no,0,no,48,Russian,4.27,4,0,20,B
M,no,3,no,32,Russian,4.27,4,0,22,B
M,yes,4,yes,3,Russian,4.27,5,1,17,B
M,no,1,no,24,Russian,4.27,4,1,17,B
F,no,4,no,21,Russian,4.27,5,1,19,B
M,no,10,no,0,Russian,4.28,3,1,20,B
F,no,0,no,25,Russian,4.28,2,0,21,B
F,no,3,no,10,Russian,4.28,3,0,18,B
M,no,1,no,4,Russian,4.28,1,0,18,B
F,no,2,no,7,Russian,4.28,4,0,20,B
M,yes,8,no,0,Russian,4.28,3,0,19,B
F,no,4,no,2,Russian,4.28,2,0,21,B
M,no,0,yes,16,Russian,4.28,1,1,18,B
M,no,4,no,12,Russian,4.28,4,0,18,B
M,yes,9,no,4,Russian,4.28,2,0,17,B
M,no,3,yes,23,Russian,4.28,4,1,18,B
F,no,6,no,15,Russian,4.28,5,0,22,B
M,no,2,no,31,Russian,4.28,2,0,17,B
M,yes,8,no,3,Russian,4.29,2,0,22,B
F,no,4,no,2,Russian,4.29,4,0,19,B
F,no,5,no,35,Russian,4.29,5,1,19,B
M,no,5,no,27,Russian,4.29,1,1,19,B
F,no,5,no,32,Russian,4.29,2,0,19,B
F,yes,4,no,24,Russian,4.29,1,1,18,B
M,no,3,yes,29,Russian,4.29,4,0,20,B
M,no,10,yes,4,Russian,4.29,2,0,20,B
M,no,4,no,17,Russian,4.29,4,0,18,B
M,yes,3,no,18,Russian,4.29,2,0,17,B
M,no,5,no,15,Russian,4.29,3,0,21,B
M,no,1,no,32,Russian,4.29,4,1,22,B
F,no,7,no,3,Russian,4.29,2,1,20,B
F,no,5,no,31,Russian,4.29,2,0,19,B
M,no,5,yes,3,Russian,4.29,2,0,20,B
M,no,7,no,25,Russian,4.29,3,1,22,B
M,yes,1,yes,0,Russian,4.29,1,0,22,B
M,yes,1,no,29,Russian,4.29,4,1,19,B
F,no,1,no,17,Russian,4.29,3,0,17,B
F,yes,4,no,0,Russian,4.29,2,1,18,B
M,no,5,no,25,Russian,4.29,3,1,17,B
M,no,2,no,23,Russian,4.29,4,1,20,B
F,yes,5,no,4,Russian,4.29,5,0,17,B
M,no,7,yes,11,Russian,4.29,3,1,22,B
F,no,7,no,12,Russian,4.29,4,1,19,B
F,yes,2,no,48,Russian,4.29,5,0,20,B
M,no,4,yes,0,Russian,4.29,3,0,22,B
M,no,7,yes,12,Russian,4.29,3,0,17,B
F,no,1,yes,31,Russian,4.29,1,0,22,B
F,yes,9,no,19,Russian,4.29,4,0,22,B
F,no,0,no,17,Russian,4.29,5,1,17,B
M,no,6,yes,24,Russian,4.29,3,0,22,B
F,no,2,no,11,Russian,4.3,2,0,22,B
M,yes,6,no,2,Russian,4.3,5,0,18,B
F,yes,2,yes,32,Russian,4.3,3,1,19,B
M,no,7,no,5,Russian,4.3,4,1,18,B
M,no,5,yes,23,Russian,4.3,2,1,20,B
F,no,8,no,14,Russian,4.3,2,1,18,B
M,yes,6,no,1,Russian,4.3,1,0,20,B
M,no,4,no,32,Russian,4.3,3,0,21,B
M,no,1,no,34,Russian,4.31,2,1,21,B
F,no,2,yes,13,Russian,4.31,1,1,20,B
M,no,1,no,24,Russian,4.31,4,1,22,B
F,no,5,no,32,Russian,4.31,5,0,21,B
M,no,2,no,21,Russian,4.31,1,1,17,B
F,yes,6,no,0,Russian,4.31,2,1,20,B
F,no,6,no,34,Russian,4.31,5,1,17,B
M,no,2,no,14,Russian,4.31,1,1,18,B
M,no,3,no,25,Russian,4.31,5,0,17,B
F,no,3,no,5,Russian,4.31,3,0,19,B
F,yes,10,no,3,Russian,4.31,1,1,22,B
F,no,7,no,20,Russian,4.31,5,1,22,B
M,no,1,yes,26,Russian,4.31,2,1,18,B
F,no,9,no,2,Russian,4.31,1,0,18,B
F,no,3,yes,1,Russian,4.31,3,0,22,B
M,no,10,no,1,Russian,4.31,5,0,22,B
F,no,10,no,25,Russian,4.31,5,1,18,B
F,no,5,no,35,Russian,4.31,1,0,21,B
F,yes,3,no,2,Russian,4.31,5,0,18,B
F,no,7,no,5,Russian,4.31,2,0,18,B
F,no,3,no,24,Russian,4.31,3,1,21,B
F,no,0,no,5,Russian,4.31,4,1,18,B
F,no,6,no,3,Russian,4.31,4,0,22,B
M,no,6,no,5,Russian,4.31,3,1,17,B
F,no,1,no,33,Russian,4.31,4,0,20,B
M,no,2,no,15,Russian,4.31,3,0,22,B
F,yes,5,no,32,Russian,4.31,4,1,22,B
M,no,0,yes,14,Russian,4.31,3,0,21,B
M,no,3,no,47,Russian,4.31,2,0,22,B
F,no,4,no,6,Russian,4.32,5,1,21,B
M,no,5,yes,3,Russian,4.32,4,1,22,B
M,no,1,yes,42,Russian,4.32,3,0,21,B
M,no,1,no,22,Russian,4.32,3,1,21,B
F,no,7,no,1,Russian,4.32,3,0,19,B
F,no,1,yes,21,Russian,4.32,3,1,19,B
M,no,4,no,50,Russian,4.33,5,0,18,B
M,yes,7,no,29,Russian,4.33,1,1,19,B
F,no,4,no,31,Russian,4.33,2,1,21,B
F,no,6,no,5,Russian,4.33,2,1,18,B
M,no,1,yes,25,Russian,4.33,4,0,17,B
F,no,2,no,22,Russian,4.33,1,1,17,B
F,no,8,yes,1,Russian,4.33,5,0,18,B
F,no,5,no,26,Russian,4.34,2,1,19,B
M,no,9,no,3,Russian,4.34,2,1,18,B
M,yes,7,no,12,Russian,4.34,2,0,19,B
M,no,1,no,1,Russian,4.34,3,1,19,B
F,no,4,yes,18,Russian,4.34,4,0,17,B
M,no,3,no,27,Russian,4.34,2,0,20,B
F,no,5,no,24,Russian,4.34,5,1,18,B
F,no,1,yes,19,Russian,4.34,4,1,20,B
M,no,2,no,47,Russian,4.34,1,1,22,B
M,no,1,no,11,Russian,4.34,4,1,20,B
F,no,2,no,29,Russian,4.34,4,1,20,B
M,no,2,yes,14,Russian,4.34,1,0,20,B
F,no,5,no,4,Russian,4.34,3,0,17,B
F,no,4,no,15,Russian,4.34,1,1,18,B
F,no,5,no,32,Russian,4.34,2,0,20,B
M,no,7,no,33,Russian,4.34,4,0,21,B
F,no,4,yes,29,Russian,4.34,3,0,19,B
M,no,2,no,31,Russian,4.35,1,1,19,B
F,no,5,no,29,Russian,4.35,1,1,22,B
F,yes,5,no,0,Russian,4.35,4,0,18,B
F,yes,6,no,1,Russian,4.35,4,1,19,B
F,no,3,no,42,Russian,4.35,3,0,17,B
F,yes,9,yes,2,Russian,4.35,3,0,22,B
M,no,3,no,1,Russian,4.35,1,1,18,B
M,no,1,no,11,Russian,4.35,1,0,21,B
F,yes,4,no,18,Russian,4.35,3,0,18,B
F,no,2,yes,35,Russian,4.36,5,0,21,B
M,no,1,no,1,Russian,4.36,1,1,17,B
M,yes,0,no,12,Russian,4.36,5,1,17,B
F,no,2,no,21,Russian,4.36,3,0,18,B
M,no,2,yes,18,Russian,4.36,4,1,19,B
M,yes,6,no,5,Russian,4.36,3,0,21,B
F,no,5,no,2,Russian,4.36,1,1,20,B
M,no,5,yes,27,Russian,4.36,5,1,19,B
F,yes,6,no,18,Russian,4.36,4,1,18,B
M,no,2,no,28,Russian,4.36,2,1,17,B
M,no,5,no,1,Russian,4.36,1,1,19,B
M,no,7,no,42,Russian,4.36,4,0,22,B
F,no,8,no,21,Russian,4.36,5,0,17,B
M,no,4,no,31,Russian,4.36,2,0,17,B
F,no,8,no,34,Russian,4.36,2,0,18,B
M,no,1,yes,5,Russian,4.36,4,0,22,B
M,no,3,no,46,Russian,4.36,1,0,20,B
F,no,3,no,9,Russian,4.36,5,1,18,B
M,no,5,no,26,Russian,4.36,3,0,19,B
F,no,3,no,31,Russian,4.36,1,0,17,B
M,no,4,no,27,Russian,4.36,4,1,17,B
M,yes,7,no,28,Russian,4.36,4,1,22,B
F,no,3,yes,5,Russian,4.36,3,0,20,B
F,no,2,no,4,Russian,4.37,1,1,17,B
M,no,1,no,33,Russian,4.37,1,0,17,B
M,no,3,no,16,Russian,4.37,3,0,20,B
F,no,1,no,15,Russian,4.37,2,0,17,B
M,no,7,no,10,Russian,4.37,1,1,20,B
F,no,0,yes,18,Russian,4.37,4,0,18,B
M,no,1,no,12,Russian,4.37,2,1,17,B
F,no,3,no,25,Russian,4.37,4,0,17,B
F,no,3,no,23,Russian,4.37,2,0,17,B
F,no,6,no,8,Russian,4.37,4,0,20,B
M,no,4,no,32,Russian,4.37,2,0,21,B
F,yes,10,no,0,Russian,4.37,4,1,22,B
M,no,8,no,0,Russian,4.38,5,1,21,B
M,no,1,no,6,Russian,4.38,3,0,22,B
M,no,6,no,5,Russian,4.38,1,0,17,B
M,no,0,no,16,Russian,4.38,3,0,20,B
M,no,5,yes,4,Russian,4.38,1,1,18,B
F,yes,8,no,2,Russian,4.38,1,0,17,B
M,no,2,no,35,Russian,4.38,3,0,20,B
F,no,2,yes,34,Kyrgyz,4.38,3,1,20,B
F,no,1,no,7,Russian,4.38,4,1,20,B
M,no,0,no,14,Russian,4.38,4,1,22,B
F,no,1,no,24,Russian,4.38,4,1,21,B
F,no,4,no,25,Russian,4.38,3,0,17,B
M,no,8,no,3,Russian,4.39,4,0,20,B
F,yes,7,yes,0,Russian,4.39,2,1,21,B
F,no,2,no,33,Russian,4.39,5,0,21,B
M,no,3,no,12,Russian,4.39,4,0,20,B
F,no,3,yes,1,Russian,4.39,4,1,19,B
M,no,5,yes,19,Russian,4.39,1,1,18,B
M,no,2,no,2,Russian,4.39,4,1,17,B
M,no,4,no,3,Russian,4.39,4,1,19,B
F,no,10,yes,1,Russian,4.39,3,1,22,B
M,no,1,no,48,Russian,4.39,4,1,17,B
M,no,2,no,32,Russian,4.39,4,1,20,B
F,no,6,no,1,Russian,4.4,4,1,18,B
F,no,1,no,22,Russian,4.4,1,1,17,B
M,no,5,no,16,Russian,4.4,1,1,19,B
M,yes,6,no,15,Russian,4.4,2,1,17,B
M,no,3,yes,26,Russian,4.4,4,0,18,B
M,no,5,no,46,Russian,4.4,3,0,17,B
M,yes,4,no,31,Russian,4.41,4,1,17,B
F,no,10,no,4,Russian,4.41,4,1,22,B
F,no,9,no,5,Russian,4.41,2,0,18,B
M,no,6,no,21,Russian,4.41,2,1,21,B
F,no,2,no,26,Russian,4.41,5,1,22,B
F,no,1,no,3,Russian,4.41,4,1,18,B
F,no,1,yes,11,Russian,4.41,3,0,17,B
M,no,6,no,5,Russian,4.41,2,0,17,B
F,no,8,yes,19,Russian,4.41,2,0,19,B
F,yes,7,no,3,Russian,4.41,5,0,22,B
M,yes,5,no,15,Russian,4.41,1,1,17,B
M,no,4,no,32,Russian,4.41,2,1,19,B
M,yes,5,no,4,Russian,4.41,1,0,20,B
M,no,1,no,31,Russian,4.41,1,1,21,B
M,no,2,no,19,Russian,4.41,2,0,17,B
F,no,1,no,16,Russian,4.41,1,1,18,B
M,no,1,no,29,Russian,4.41,2,1,19,B
M,no,3,no,26,Russian,4.41,1,0,20,B
M,yes,4,no,27,Russian,4.41,5,1,21,B
M,no,3,no,35,Russian,4.41,3,1,18,B
F,no,5,no,26,Russian,4.42,5,0,20,B
F,yes,2,no,28,Russian,4.42,1,0,21,B
M,yes,1,no,32,Russian,4.42,5,1,22,B
M,no,0,no,33,Russian,4.42,4,1,21,B
F,no,2,yes,18,Russian,4.42,5,1,20,B
M,no,1,no,18,Russian,4.42,5,0,17,B
F,no,1,yes,9,Russian,4.42,2,0,19,B
M,yes,5,no,25,Russian,4.43,4,0,20,B
F,no,1,yes,18,Russian,4.43,3,0,20,B
F,no,4,no,3,Russian,4.43,2,1,21,B
F,no,4,yes,34,Russian,4.43,5,1,21,B
F,no,7,no,4,Russian,4.43,1,0,20,B
M,no,3,no,14,Russian,4.43,2,0,17,B
M,yes,5,no,8,Russian,4.43,5,1,22,B
F,no,3,no,35,Russian,4.44,1,0,18,B
M,no,3,no,2,Russian,4.44,2,0,22,B
F,no,2,no,27,Russian,4.44,3,0,22,B
M,no,5,no,20,Russian,4.44,2,1,22,B
M,no,4,no,21,Russian,4.44,4,0,19,B
F,no,5,no,6,Russian,4.44,1,0,22,B
F,no,3,no,18,Russian,4.44,5,0,20,B
F,no,2,no,7,Russian,4.44,1,1,18,B
F,no,2,no,24,Russian,4.44,1,1,28,B
M,no,5,no,21,Russian,4.44,1,0,22,B
M,no,10,no,2,Russian,4.44,4,0,18,B
F,yes,0,no,34,Russian,4.44,2,1,18,B
F,no,7,yes,0,Russian,4.44,4,1,19,B
M,no,4,no,17,Russian,4.44,2,0,17,B
F,no,5,no,10,Russian,4.44,2,1,20,B
F,no,4,yes,35,Russian,4.44,2,0,17,B
M,no,3,no,27,Russian,4.44,1,0,17,B
M,no,2,yes,30,Russian,4.44,2,1,17,B
M,no,2,no,35,Russian,4.44,4,0,22,B
F,yes,5,no,5,Russian,4.44,3,0,19,B
F,no,6,yes,10,Russian,4.44,1,0,18,B
F,yes,8,no,1,Russian,4.44,5,0,21,B
M,yes,10,no,0,Russian,4.45,5,1,18,B
M,yes,3,no,30,Russian,4.45,1,0,19,B
M,no,4,no,3,Russian,4.45,2,0,20,B
M,no,3,yes,18,Russian,4.45,1,1,19,B
F,yes,8,yes,0,Russian,4.45,4,1,19,B
M,yes,5,no,15,Russian,4.45,1,0,20,B
F,yes,3,no,43,Russian,4.45,1,1,21,B
M,no,5,no,16,Russian,4.45,3,1,17,B
F,no,3,no,23,Russian,4.45,5,1,19,B
M,no,2,no,2,Russian,4.45,3,1,21,B
F,no,1,no,34,Russian,4.45,5,0,22,B
M,yes,2,no,34,Russian,4.45,3,0,22,B
M,no,3,no,18,Russian,4.45,4,1,30,B
F,no,5,yes,21,Russian,4.46,5,1,21,B
M,yes,3,yes,3,Russian,4.46,1,0,19,B
F,no,4,no,31,Russian,4.46,1,0,20,B
F,no,5,yes,17,Russian,4.46,4,1,18,B
F,no,0,no,10,Russian,4.46,5,1,20,B
F,no,1,no,5,Russian,4.46,5,0,21,B
M,no,4,no,8,Russian,4.46,1,0,19,B
M,no,4,no,3,Russian,4.46,4,0,17,B
F,no,3,no,30,Russian,4.46,1,1,19,B
F,no,2,no,20,Russian,4.46,4,1,18,B
F,yes,5,no,25,Russian,4.46,4,1,21,B
M,no,4,yes,23,Russian,4.46,4,1,17,B
M,no,7,no,3,Russian,4.46,5,1,17,B
M,yes,1,no,24,Russian,4.46,3,0,22,B
M,no,1,no,37,Russian,4.46,1,1,17,B
M,no,2,no,28,Russian,4.46,2,0,19,B
F,no,2,no,5,Russian,4.46,5,1,22,B
F,no,3,no,6,Russian,4.46,4,0,19,B
F,no,7,no,40,Russian,4.46,2,0,22,B
M,no,3,yes,35,Russian,4.47,5,0,17,B
M,no,4,yes,34,Russian,4.48,4,0,22,B
M,no,2,no,24,Russian,4.48,4,0,19,B
F,no,6,no,35,Russian,4.49,2,0,17,B
F,yes,6,no,0,Russian,4.49,3,1,19,B
M,no,1,no,35,Russian,4.49,3,0,18,B
M,no,5,yes,18,Russian,4.49,5,0,17,B
F,yes,1,yes,1,Russian,4.49,1,1,22,B
M,no,2,no,16,Russian,4.49,5,1,22,B
M,no,5,no,28,Russian,4.49,3,1,20,B
M,no,3,no,14,Russian,4.49,3,1,17,B
M,no,3,no,25,Russian,4.49,2,0,22,B
F,no,2,no,16,Russian,4.5,5,0,18,B
M,no,4,no,28,Russian,4.5,4,0,18,B
M,no,0,no,15,Russian,4.5,1,1,17,B
M,no,10,no,46,Russian,4.5,2,0,21,B
M,no,2,no,34,Russian,4.51,2,1,22,B
M,no,2,no,27,Russian,4.51,2,1,21,B
F,yes,4,no,28,Russian,4.51,4,0,18,B
M,no,3,no,33,Russian,4.51,4,1,17,B
F,no,5,no,12,Russian,4.51,1,1,21,B
M,no,0,no,27,Russian,4.51,3,0,17,B
F,no,1,no,15,Russian,4.52,3,0,22,B
F,no,1,yes,3,Kyrgyz,4.52,3,1,22,B
M,no,2,no,26,Russian,4.52,5,0,22,B
F,no,1,no,35,Russian,4.52,3,0,21,B
M,no,1,no,20,Russian,4.52,1,1,18,A
F,no,3,no,14,Russian,4.52,5,1,17,A
F,no,2,yes,24,Russian,4.52,1,0,18,A
M,no,2,no,8,Russian,4.53,2,1,22,A
F,no,3,no,19,Russian,4.53,5,0,17,A
F,no,10,yes,2,Russian,4.53,1,1,17,A
F,no,2,no,29,Russian,4.53,4,1,20,A
M,no,1,no,14,Russian,4.53,1,0,17,A
M,no,4,no,19,Russian,4.54,1,0,17,A
M,no,0,no,29,Russian,4.54,5,1,19,A
F,no,1,no,2,Russian,4.54,4,0,22,A
F,no,6,no,25,Russian,4.54,3,1,17,A
F,no,0,no,6,Russian,4.54,4,0,20,A
M,no,2,yes,11,Russian,4.54,3,1,22,A
M,no,1,yes,4,Russian,4.54,1,1,21,A
M,no,2,no,33,Russian,4.54,4,1,18,A
F,no,3,yes,22,Russian,4.54,5,0,18,A
F,no,0,no,34,Russian,4.54,1,0,20,A
M,no,1,no,22,Russian,4.54,5,0,18,A
F,no,10,no,5,Russian,4.54,1,1,19,A
M,no,1,no,11,Russian,4.54,4,0,22,A
M,no,1,no,12,Russian,4.54,3,0,17,A
F,no,2,no,35,Russian,4.54,1,1,19,A
F,no,0,no,6,Russian,4.54,5,0,22,A
M,no,9,yes,0,Russian,4.54,2,1,22,A
M,no,2,yes,26,Russian,4.54,2,0,17,A
M,no,0,no,19,Russian,4.54,1,0,22,A
F,no,0,no,3,Russian,4.55,2,0,18,A
M,no,1,no,14,Russian,4.55,1,0,20,A
M,no,9,no,12,Russian,4.55,2,0,20,A
M,no,1,no,18,Russian,4.55,1,1,17,A
M,no,5,no,4,Russian,4.55,3,0,19,A
M,no,1,no,34,Russian,4.56,2,0,17,A
M,no,2,no,21,Russian,4.56,4,1,18,A
F,no,3,yes,5,Russian,4.56,1,1,20,A
M,no,1,yes,16,Russian,4.56,2,0,21,A
F,no,0,no,31,Russian,4.56,3,1,21,A
F,yes,6,no,1,Russian,4.56,4,0,20,A
M,no,3,no,35,Russian,4.56,2,0,17,A
M,no,1,yes,41,Russian,4.56,1,0,21,A
M,yes,5,yes,1,Russian,4.56,4,1,17,A
M,no,2,no,6,Russian,4.56,2,1,19,A
F,no,3,no,30,Russian,4.56,2,1,20,A
F,no,3,no,32,Russian,4.57,1,1,19,A
M,no,2,no,18,Russian,4.57,5,0,19,A
M,no,1,no,2,Russian,4.57,3,1,21,A
F,no,5,no,5,Russian,4.57,1,1,17,A
F,no,2,no,32,Russian,4.57,3,1,20,A
F,yes,2,no,18,Russian,4.58,1,1,21,A
F,no,7,no,27,Russian,4.58,5,0,17,A
M,no,3,no,9,Russian,4.58,1,0,17,A
F,no,2,no,15,Russian,4.58,2,0,17,A
M,no,9,no,1,Russian,4.58,1,0,18,A
F,no,10,no,2,Russian,4.58,4,0,22,A
M,no,2,no,31,Russian,4.58,4,1,21,A
F,no,3,no,2,Russian,4.59,3,1,17,A
F,yes,4,no,2,Russian,4.59,4,0,21,A
F,yes,6,no,5,Russian,4.59,2,0,21,A
M,no,1,no,21,Russian,4.59,4,0,20,A
F,no,6,no,12,Russian,4.59,1,0,22,A
F,yes,5,no,0,Russian,4.59,4,0,19,A
M,no,5,no,26,Russian,4.59,5,1,19,A
M,no,3,no,15,Russian,4.59,4,0,20,A
F,yes,1,no,14,Russian,4.59,5,0,18,A
F,no,6,no,9,Russian,4.59,4,1,19,A
M,no,2,no,19,Russian,4.59,3,1,21,A
F,no,7,no,17,Russian,4.6,5,0,18,A
F,no,3,yes,9,Russian,4.6,1,1,22,A
F,no,5,yes,14,Russian,4.6,2,1,17,A
M,no,1,yes,3,Russian,4.6,3,1,17,A
M,yes,9,yes,22,Russian,4.6,1,0,17,A
F,no,3,no,10,Russian,4.6,2,0,21,A
M,yes,1,no,1,Russian,4.6,1,1,40,A
F,no,0,no,10,Russian,4.61,4,0,20,A
F,no,2,no,36,Russian,4.61,3,1,18,A
F,no,3,no,34,Russian,4.61,5,0,17,A
M,no,3,no,32,Russian,4.61,5,1,19,A
F,no,2,no,28,Russian,4.61,3,1,22,A
F,yes,10,no,3,Russian,4.61,3,0,21,A
M,no,2,no,32,Russian,4.61,5,1,22,A
M,no,2,no,4,Russian,4.61,4,0,20,A
M,no,2,no,21,Russian,4.61,1,0,20,A
F,no,1,yes,22,Russian,4.61,5,1,20,A
F,no,4,no,28,Russian,4.62,1,0,17,A
M,no,3,no,35,Russian,4.62,4,1,17,A
M,no,1,no,35,Russian,4.62,3,1,21,A
F,no,4,yes,16,Russian,4.62,1,1,21,A
M,no,1,yes,20,Russian,4.62,4,1,18,A
F,no,4,no,27,Russian,4.62,5,1,22,A
F,no,6,no,14,Russian,4.62,3,1,17,A
M,no,1,no,35,Russian,4.63,4,0,18,A
M,yes,6,no,2,Russian,4.63,2,1,17,A
M,no,4,no,3,Russian,4.63,1,0,22,A
F,no,2,no,32,Russian,4.63,4,0,19,A
F,yes,6,yes,33,Russian,4.63,4,0,22,A
F,no,2,yes,24,Russian,4.63,1,0,17,A
M,no,2,no,5,Russian,4.63,2,0,18,A
F,no,5,no,8,Russian,4.63,3,1,22,A
F,no,2,yes,8,Russian,4.63,4,1,17,A
M,no,0,no,21,Russian,4.63,4,0,22,A
F,no,1,yes,6,Russian,4.63,5,1,22,A
F,yes,0,no,15,Russian,4.64,2,1,20,A
F,yes,1,no,12,Russian,4.64,3,0,19,A
F,no,6,no,1,Russian,4.64,5,0,19,A
M,no,2,no,14,Russian,4.64,1,1,19,A
M,no,3,no,26,Russian,4.64,2,0,18,A
M,yes,1,no,31,Russian,4.64,4,1,17,A
F,no,4,no,5,Russian,4.64,5,1,21,A
M,no,2,no,28,Russian,4.64,4,1,22,A
F,no,1,yes,11,Russian,4.64,5,1,21,A
M,no,1,yes,19,Russian,4.64,1,1,18,A
M,no,3,no,17,Russian,4.64,2,0,22,A
F,no,0,yes,30,Russian,4.64,3,1,19,A
M,no,2,no,23,Kyrgyz,4.65,5,0,21,A
M,no,6,no,0,Russian,4.65,1,0,21,A
F,no,0,yes,19,Russian,4.66,3,0,17,A
F,no,2,yes,33,Russian,4.66,2,0,21,A
F,yes,2,yes,1,Russian,4.66,5,1,22,A
F,no,2,no,35,Russian,4.66,1,1,18,A
M,no,1,no,3,Russian,4.66,2,1,17,A
F,no,2,no,2,Russian,4.66,2,0,19,A
F,no,5,yes,16,Russian,4.66,4,0,20,A
F,no,3,no,38,Russian,4.67,4,1,22,A
F,no,2,no,3,Russian,4.67,5,0,22,A
M,yes,10,yes,3,Russian,4.68,5,0,22,A
F,yes,5,no,11,Russian,4.68,3,1,18,A
M,no,1,no,1,Russian,4.69,3,0,19,A
F,no,4,no,4,Russian,4.7,1,1,18,A
M,no,3,no,43,Russian,4.7,4,0,18,A
M,no,1,no,47,Russian,4.7,5,0,20,A
M,no,1,no,9,Russian,4.7,1,1,20,A
F,no,6,no,2,Russian,4.71,1,0,17,A
M,yes,4,no,5,Russian,4.71,3,0,19,A
F,no,2,no,26,Russian,4.71,3,0,21,A
F,yes,3,no,25,Russian,4.71,3,0,18,A
M,no,5,no,9,Russian,4.71,5,0,17,A
M,no,1,no,27,Russian,4.71,1,1,17,A
F,no,2,yes,19,Kyrgyz,4.71,2,1,22,A
F,yes,1,no,31,Russian,4.72,3,0,39,A
F,no,4,yes,26,Russian,4.72,5,1,20,A
M,no,6,yes,11,Russian,4.73,2,1,21,A
F,yes,6,no,6,Russian,4.73,1,1,18,A
F,no,8,no,2,Russian,4.74,1,1,21,A
F,no,10,yes,5,Russian,4.74,4,0,17,A
M,no,7,no,5,Russian,4.74,5,1,21,A
F,no,3,no,27,Russian,4.74,4,1,17,A
F,no,2,no,30,Russian,4.74,3,1,19,A
M,no,5,no,21,Russian,4.74,3,0,17,A
F,no,0,no,8,Russian,4.74,3,1,20,A
F,no,2,no,21,Russian,4.74,3,1,19,A
M,yes,3,no,18,Russian,4.74,1,1,20,A
M,no,4,no,3,Russian,4.74,5,0,21,A
M,no,1,no,32,Russian,4.75,4,1,21,A
F,no,6,no,8,Russian,4.75,5,0,22,A
M,no,2,no,3,Russian,4.76,5,0,22,A
M,no,2,no,17,Russian,4.76,1,1,17,A
M,no,0,no,17,Russian,4.76,4,1,19,A
F,no,4,no,27,Russian,4.76,4,1,18,A
M,no,2,yes,12,Russian,4.79,2,0,18,A
M,no,3,no,46,Russian,4.8,2,1,17,A
M,no,1,no,19,Russian,4.8,4,1,21,A
M,no,2,no,30,Russian,4.8,4,0,17,A
M,no,2,no,20,Russian,4.8,1,1,21,A
F,no,5,no,14,,4.81,,,20,A
F,yes,10,yes,5,,4.81,,,18,A
F,no,5,no,27,,4.83,,,22,A
